作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL	順位スコア
000653	小熊秀雄全集-11	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/653_ruby.zip	0
000654	小熊秀雄全集-12	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/654_ruby.zip	0
000655	小熊秀雄全集-14	小熊	秀雄	新字旧仮名	NDC K913	https://www.aozora.gr.jp/cards/000124/files/655_ruby_1595.zip	0
000656	小熊秀雄全集-02	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/656_ruby_1643.zip	0
000657	小熊秀雄全集-20	小熊	秀雄	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000124/files/657_ruby.zip	0
000658	小熊秀雄全集-03	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/658_ruby.zip	0
000659	小熊秀雄全集-04	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/659_ruby.zip	0
000660	小熊秀雄全集-05	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/660_ruby.zip	0
000661	小熊秀雄全集-06	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/661_ruby.zip	0
000662	小熊秀雄全集-07	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/662_ruby.zip	0
000663	小熊秀雄全集-08	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/663_ruby.zip	0
000664	小熊秀雄全集-09	小熊	秀雄	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000124/files/664_ruby_23284.zip	0
000665	人外魔境	小栗	虫太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000125/files/665_ruby_1503.zip	0
000666	白蟻	小栗	虫太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000125/files/666_ruby_2185.zip	0
000667	失楽園殺人事件	小栗	虫太郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000125/files/667_ruby_441.zip	0
000668	私の生ひ立ち	与謝野	晶子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000885/files/668_ruby.zip	0
000669	オリンポスの果実	田中	英光	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000126/files/669_ruby_3264.zip	221
000673	阿部一族	森	鴎外	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/673_ruby_23254.zip	39541
000682	舞姫	森	鴎外	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/682_ruby_15413.zip	47059
000687	最後の一句	森	鴎外	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/687_ruby_15355.zip	433
000689	山椒大夫	森	鴎外	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/689_ruby_23256.zip	46641
000691	高瀬舟	森	鴎外	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/691_ruby_15351.zip	18428
000692	高瀬舟	森	鴎外	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/692_ruby_16056.zip	441
000694	うたかたの記	森	鴎外	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/694_ruby_23249.zip	546
000695	ヰタ・セクスアリス	森	鴎外	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000129/files/695_ruby_22805.zip	52256
000697	癩	島木	健作	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000008/files/697_ruby_20889.zip	0
000701	六白金星	織田	作之助	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000040/files/701_ruby_19623.zip	0
000705	産褥の記	与謝野	晶子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000885/files/705_ruby_3958.zip	0
000707	或る嬰児殺しの動機	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/707_ruby_20896.zip	0
000708	街底の熔鉱炉	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/708_ruby_20848.zip	0
000709	街頭の偽映鏡	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/709_ruby_20913.zip	0
000710	秘密の風景画	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/710_ruby_20855.zip	0
000711	骨を削りつつ歩む	佐左木	俊郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000134/files/711_ruby_20870.zip	0
000712	駈落	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/712_ruby_20850.zip	0
000713	仮装観桜会	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/713_ruby_20898.zip	0
000714	機関車	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/714_ruby_20844.zip	0
000715	季節の植物帳	佐左木	俊郎	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000134/files/715_ruby_20846.zip	0
000716	汽笛	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/716_ruby_20819.zip	0
000717	熊の出る開墾地	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/717_ruby_20891.zip	0
000718	栗の花の咲くころ	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/718_ruby_20853.zip	0
000719	恐怖城	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/719_ruby_20907.zip	0
000720	緑の芽	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/720_ruby_20873.zip	0
000721	猟奇の街	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/721_ruby_20911.zip	0
000722	錯覚の拷問室	佐左木	俊郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000134/files/722_ruby_20909.zip	0
000728	殺人行者	村山	槐多	新字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000014/files/728_txt_22758.zip	0
000729	さようなら	田中	英光	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000126/files/729_ruby_3425.zip	112
000731	聖三稜玻璃	山村	暮鳥	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000136/files/731_ruby_3216.zip	0
000732	青春の逆説	織田	作之助	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000040/files/732_ruby_19840.zip	0
000733	神秘的半獣主義	岩野	泡鳴	旧字旧仮名	NDC 121 914	https://www.aozora.gr.jp/cards/000137/files/733_ruby.zip	0
000737	世相	織田	作之助	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000040/files/737_ruby_3433.zip	0
000738	雪中富士登山記	小島	烏水	新字新仮名	NDC 291 915	https://www.aozora.gr.jp/cards/000027/files/738_ruby_2479.zip	0
000740	シャロットの妖姫	坪内	逍遥	新字旧仮名	NDC 931	https://www.aozora.gr.jp/cards/000140/files/740_ruby_574.zip	0
000744	勝敗	渡辺	温	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000020/files/744_ruby_28710.zip	0
000745	少女	渡辺	温	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000020/files/745_ruby_28539.zip	0
000746	シルクハット	渡辺	温	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000020/files/746_ruby_28730.zip	0
000749	草木塔	種田	山頭火	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000146/files/749_ruby_298.zip	44
000752	坊っちゃん	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/752_ruby_2438.zip	69318
000760	硝子戸の中	夏目	漱石	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000148/files/760_ruby_2341.zip	34184
000761	虞美人草	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/761_ruby_1861.zip	59057
000765	彼岸過迄	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/765_ruby_2469.zip	41763
000772	私の個人主義	夏目	漱石	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000148/files/772_ruby_33099.zip	46474
000773	こころ	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/773_ruby_5968.zip	69911
000775	行人	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/775_ruby_2064.zip	45194
000776	草枕	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/776_ruby_6020.zip	66297
000782	明暗	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/782_ruby_2315.zip	49046
000783	道草	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/783_ruby_1311.zip	42292
000785	門	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/785_ruby_1656.zip	51586
000789	吾輩は猫である	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/789_ruby_5639.zip	69681
000794	三四郎	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/794_ruby_4237.zip	67071
000799	夢十夜	夏目	漱石	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000148/files/799_ruby_6024.zip	66385
000802	杉よ！　眼の男よ！	富岡	誠	旧字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000149/files/802_txt.zip	0
000804	雨の日に香を燻く	薄田	泣菫	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000150/files/804_txt_4409.zip	0
000805	草の親しみ	薄田	泣菫	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000150/files/805_txt_20995.zip	0
000807	Ｓ中尉の話	南部	修太郎	旧字旧仮名	NDC 913	https://www.aozora.gr.jp/cards/000048/files/807_ruby_21364.zip	0
000809	台風	与謝野	晶子	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000885/files/809_ruby_4174.zip	0
000811	氷屋の旗	石川	啄木	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000153/files/811_ruby_20503.zip	0
000812	初めて見たる小樽	石川	啄木	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000153/files/812_ruby_20594.zip	0
000813	性急な思想	石川	啄木	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000153/files/813_ruby_19528.zip	0
000814	時代閉塞の現状	石川	啄木	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000153/files/814_ruby_20611.zip	0
000815	悲しき玩具	石川	啄木	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000153/files/815_ruby_20543.zip	13017
000816	一握の砂	石川	啄木	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000153/files/816_ruby_5621.zip	62814
000817	詩	石川	啄木	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000153/files/817_ruby_20661.zip	0
000818	弓町より	石川	啄木	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000153/files/818_ruby_20596.zip	0
000825	大日本帝国憲法	日本国		旧字旧仮名	NDC 323	https://www.aozora.gr.jp/cards/001528/files/825_ruby.zip	1477
000828	ちるちる・みちる	山村	暮鳥	旧字旧仮名	NDC K913	https://www.aozora.gr.jp/cards/000136/files/828_ruby.zip	0
000830	突貫紀行	幸田	露伴	新字新仮名	NDC 915	https://www.aozora.gr.jp/cards/000051/files/830_ruby_555.zip	0
000831	豚群	黒島	伝治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000037/files/831_ruby_22353.zip	0
000832	土佐日記	紀	貫之	旧字旧仮名	NDC 915	https://www.aozora.gr.jp/cards/000155/files/832_txt_16017.zip	47817
000833	党生活者	小林	多喜二	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000156/files/833_ruby_28259.zip	169
000834	楚囚之詩	北村	透谷	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000157/files/834_ruby.zip	0
000843	新生	島崎	藤村	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000158/files/843_ruby_3554.zip	3306
000847	だだをこねる	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/847_ruby_21071.zip	0
000848	惰眠洞妄語	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/848_ruby_21059.zip	0
000849	風狂私語	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/849_ruby.zip	0
000850	浮浪漫語	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/850_ruby.zip	0
000851	変なあたま	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/851_ruby.zip	0
000852	ふもれすく	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/852_ruby_21055.zip	0
000853	自分だけの世界	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/853_ruby_1337.zip	0
000854	「享楽座」のぷろろぐ	辻	潤	新字新仮名	NDC 911	https://www.aozora.gr.jp/cards/000159/files/854_ruby_21300.zip	0
000855	錯覚自我説	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/855_ruby_21057.zip	0
000856	錯覚した小宇宙	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/856_ruby.zip	0
000857	Tada-Dada of Alangri-Gloriban	辻	潤	その他	NDC 914	https://www.aozora.gr.jp/cards/000159/files/857_ruby_1343.zip	0
000858	え゛りと・え゛りたす	辻	潤	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000159/files/858_ruby.zip	0
000859	月に吠える	萩原	朔太郎	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000067/files/859_ruby_21655.zip	48593
000863	海に生くる人々	葉山	嘉樹	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000031/files/863_ruby_22417.zip	0
000864	右門捕物帖　三十番手柄　帯解け仏法	山中	貞雄	新字新仮名	NDC 912	https://www.aozora.gr.jp/cards/000072/files/864_ruby_3401.zip	0
000865	十八時の音楽浴	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/865_ruby_23817.zip	6478
000866	ある宇宙塵の秘密	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/866_ruby_23838.zip	3
000867	地球を狙う者	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/867_ruby_23852.zip	0
000868	第五氷河期	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/868_ruby_23813.zip	0
000869	俘囚	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/869_ruby_3004.zip	0
000870	軍用鮫	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/870_ruby_23836.zip	0
000871	生きている腸	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/871_ruby_3244.zip	0
000872	幸運の黒子	海野	十三	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000160/files/872_ruby_19580.zip	0
000882	アッシャー家の崩壊	佐々木	直次郎	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000094/files/882_ruby_20929.zip	46455
000883	嘘	渡辺	温	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000020/files/883_ruby_28331.zip	0
000884	渦巻ける烏の群	黒島	伝治	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000037/files/884_ruby_3459.zip	0
000885	秋草と虫の音	若山	牧水	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000162/files/885_ruby_18398.zip	0
000886	渓をおもふ	若山	牧水	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000162/files/886_ruby_4399.zip	0
000888	忘れ形見	若松	賤子	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000163/files/888_ruby_28090.zip	0
000889	萱草に寄す	立原	道造	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000011/files/889_ruby_20332.zip	0
000890	私の母	堺	利彦	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/000164/files/890_ruby_18836.zip	0
000891	為文学者経	内田	魯庵	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000165/files/891_ruby_4415.zip	0
000892	クサンチス	サマン	アルベール	新字旧仮名	NDC 953	https://www.aozora.gr.jp/cards/000166/files/892_ruby_20935.zip	0
000894	山羊の歌	中原	中也	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000026/files/894_ruby_5790.zip	51152
000899	優しき歌　Ⅰ・Ⅱ	立原	道造	新字旧仮名	NDC 911	https://www.aozora.gr.jp/cards/000011/files/899_ruby_1607.zip	0
000901	余が言文一致の由来	二葉亭	四迷	旧字旧仮名	NDC 901	https://www.aozora.gr.jp/cards/000006/files/901_ruby_16058.zip	0
000902	予が見神の実験	綱島	梁川	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000087/files/902_ruby_70096.zip	0
000904	春は馬車に乗って	横光	利一	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000168/files/904_ruby.zip	511
000907	機械	横光	利一	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000168/files/907_ruby_4907.zip	1472
000911	遺言	大杉	栄	新字旧仮名	NDC 914	https://www.aozora.gr.jp/cards/000169/files/911_txt.zip	0
000912	雪の白峰	小島	烏水	新字新仮名	NDC 291 915	https://www.aozora.gr.jp/cards/000027/files/912_ruby_20735.zip	0
000914	雨ふり坊主	香倶土	三鳥	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/914_ruby_3587.zip	6686
000916	豚吉とヒョロ子	三鳥山人		新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/916_ruby_21817.zip	0
000919	いなか、の、じけん	夢野	久作	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000096/files/919_ruby_22030.zip	34372
000923	キキリツツリ	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/923_ruby_21745.zip	0
000924	クチマネ	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/924_ruby_21747.zip	0
000925	ルルとミミ	とだ	けん	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/925_ruby_21795.zip	305
000926	正夢	萠円		新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/926_ruby_21797.zip	0
000927	虫の生命	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/927_ruby_21749.zip	0
000928	お菓子の大舞踏会	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/928_ruby_21743.zip	0
000930	押絵の奇蹟	夢野	久作	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000096/files/930_ruby_21996.zip	1483
000932	オシャベリ姫	かぐつち	みどり	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/932_ruby_21784.zip	0
000934	猿小僧	萠円山人		新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/934_ruby_21815.zip	0
000935	少女地獄	夢野	久作	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000096/files/935_ruby_23283.zip	64388
000936	白髪小僧	杉山	萠円	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/936_ruby_21786.zip	0
000937	青水仙、赤水仙	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/937_ruby_3074.zip	370
000939	東京人の堕落時代	杉山	萠円	新字新仮名	NDC 916	https://www.aozora.gr.jp/cards/000096/files/939_ruby_21953.zip	0
000940	街頭から見た新東京の裏面	杉山	萠円	新字新仮名	NDC 916	https://www.aozora.gr.jp/cards/000096/files/940_ruby_21951.zip	0
000941	若返り薬	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/941_ruby_21772.zip	70
000942	雪の塔	海若	藍平	新字新仮名	NDC K913	https://www.aozora.gr.jp/cards/000096/files/942_ruby_21770.zip	0
000943	幽霊塔	黒岩	涙香	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000179/files/943_ruby_20711.zip	18950
