作品ID	作品名	姓	名	文字遣い種別	分類番号	テキストファイルURL
042789	ジエィン・エア	十一谷	義三郎	旧字旧仮名	NDC 933	https://www.aozora.gr.jp/cards/001111/files/42789_ruby_64055.zip
042809	探偵小説アルセーヌ・ルパン	婦人文化研究会		新字新仮名	NDC K953	https://www.aozora.gr.jp/cards/001121/files/42809_ruby_15919.zip
042811	現代の詐術	坂口	安吾	新字新仮名	NDC 914	https://www.aozora.gr.jp/cards/001095/files/42811_ruby_25952.zip
042812	淪落の青春	坂口	安吾	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001095/files/42812_ruby_25954.zip
042813	出家物語	坂口	安吾	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/001095/files/42813_ruby_25956.zip
042923	論語物語	下村	湖人	新字新仮名	NDC 123	https://www.aozora.gr.jp/cards/001097/files/42923_ruby_58715.zip
042926	葬られたる秘密	小泉	八雲	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000258/files/42926_ruby_14899.zip
042927	耳無芳一の話	小泉	八雲	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000258/files/42927_ruby_15422.zip
042928	貉	小泉	八雲	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000258/files/42928_ruby_14900.zip
042929	白銀の失踪	ドイル	アーサー・コナン	新字新仮名	NDC K933	https://www.aozora.gr.jp/cards/000009/files/42929_ruby_15737.zip
042930	秘密の庭	チェスタートン	ギルバート・キース	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001123/files/42930_ruby_35455.zip
042931	見えざる人	チェスタートン	ギルバート・キース	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001123/files/42931_ruby_35456.zip
042932	青玉の十字架	チェスタートン	ギルバート・キース	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001123/files/42932_ruby_35454.zip
042933	「吶喊」原序	井上	紅梅	新字新仮名	NDC 923 924	https://www.aozora.gr.jp/cards/001124/files/42933_ruby_31025.zip
042934	阿Ｑ正伝	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42934_ruby_16367.zip
042935	明日	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42935_ruby_14898.zip
042936	狂人日記	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42936_ruby_15983.zip
042937	薬	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42937_ruby_15449.zip
042938	孔乙己	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42938_ruby_18431.zip
042939	故郷	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/42939_ruby_14897.zip
042940	作男・ゴーの名誉	チェスタートン	ギルバート・キース	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001123/files/42940_ruby_15736.zip
043005	旧作	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43005_ruby_15473.zip
043006	九龍虫	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43006_txt_15474.zip
043007	砂書きの老人	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43007_txt_15475.zip
043008	眉の記	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43008_ruby_15476.zip
043009	無題抄	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43009_ruby_15477.zip
043010	友人	上村	松園	新字新仮名	NDC 721	https://www.aozora.gr.jp/cards/000355/files/43010_ruby_15478.zip
043011	科学的の神秘	宮原	晃一郎	旧字旧仮名	NDC 949	https://www.aozora.gr.jp/cards/000809/files/43011_txt_29585.zip
043012	イプセンの日本語訳	宮原	晃一郎	旧字旧仮名	NDC 949	https://www.aozora.gr.jp/cards/000809/files/43012_txt_29584.zip
043013	スカンヂナヴィア文学概観	宮原	晃一郎	旧字旧仮名	NDC 949	https://www.aozora.gr.jp/cards/000809/files/43013_ruby_29586.zip
043018	サレーダイン公爵の罪業	チェスタートン	ギルバート・キース	新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/001123/files/43018_ruby_15735.zip
043019	些細な事件	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/43019_ruby_31029.zip
043020	端午節	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/43020_ruby_15512.zip
043021	頭髪の故事	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/43021_ruby_31027.zip
043022	風波	井上	紅梅	新字新仮名	NDC 923	https://www.aozora.gr.jp/cards/001124/files/43022_ruby_35452.zip
043023	哲学入門	三木	清	新字新仮名	NDC 100 121	https://www.aozora.gr.jp/cards/000218/files/43023_ruby_26531.zip
043025	佐野だより	木下	尚江	旧字旧仮名	NDC 312 368 071 561	https://www.aozora.gr.jp/cards/000525/files/43025_ruby_23489.zip
043026	雪中の日光より	木下	尚江	旧字旧仮名	NDC 312 368 071 561	https://www.aozora.gr.jp/cards/000525/files/43026_ruby_23490.zip
043027	臨終の田中正造	木下	尚江	新字旧仮名	NDC 312 368 289 561	https://www.aozora.gr.jp/cards/000525/files/43027_ruby_23511.zip
043028	黄色な顔	ドイル	アーサー・コナン	新字新仮名	NDC K933	https://www.aozora.gr.jp/cards/000009/files/43028_ruby_15448.zip
043029	女大学評論	福沢	諭吉	新字新仮名	NDC 159	https://www.aozora.gr.jp/cards/000296/files/43029_ruby_23223.zip
043032	支那研究に就て	狩野	直喜	旧字旧仮名	NDC 222	https://www.aozora.gr.jp/cards/001127/files/43032_txt_23362.zip
043037	あたらしい憲法のはなし	文部省		旧字新仮名	NDC 323	https://www.aozora.gr.jp/cards/001128/files/43037_txt_15619.zip
043056	臨時急行列車の紛失	新青年編輯局		新字新仮名	NDC 933	https://www.aozora.gr.jp/cards/000009/files/43056_ruby_16830.zip
043064	新女大学	福沢	諭吉	新字新仮名	NDC 159	https://www.aozora.gr.jp/cards/000296/files/43064_ruby_24472.zip
043065	近藤勇と科学	直木	三十五	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000216/files/43065_ruby_16247.zip
043066	甲州鎮撫隊	国枝	史郎	新字新仮名	NDC 913	https://www.aozora.gr.jp/cards/000255/files/43066_ruby_16255.zip
043067	大菩薩峠芝居話	平山	蘆江	旧字旧仮名	NDC 772 914	https://www.aozora.gr.jp/cards/001132/files/43067_txt_15783.zip
043068	中里介山の『大菩薩峠』	三田村	鳶魚	新字新仮名	NDC 910	https://www.aozora.gr.jp/cards/001133/files/43068_ruby_23863.zip
043072	話に聞いた近藤勇	三田村	鳶魚	新字新仮名	NDC 289	https://www.aozora.gr.jp/cards/001133/files/43072_ruby_23343.zip
043093	ヴェルダン	野上	豊一郎	新字新仮名	NDC 293 915	https://www.aozora.gr.jp/cards/000963/files/43093_ruby_18200.zip
043094	エトナ	野上	豊一郎	新字新仮名	NDC 293 915	https://www.aozora.gr.jp/cards/000963/files/43094_ruby_18201.zip
043095	シェイクスピアの郷里	野上	豊一郎	新字新仮名	NDC 293 915 932	https://www.aozora.gr.jp/cards/000963/files/43095_ruby_17715.zip
