作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"000376","ハルピンの一夜","ハルピンのいちや","はるひんのいちや","","","","","NDC 913","旧字旧仮名","なし",2000-02-19,2014-09-17,"https://www.aozora.gr.jp/cards/000048/card376.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","若き入獄者の手記","文興院","1924（大正13）年3月5日","1924（大正13）年3月5日","","","","","","","","","","","","","小林徹","柳沢成雄","https://www.aozora.gr.jp/cards/000048/files/376_ruby_3331.zip","2005-11-15","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000048/files/376_20419.html","2005-11-15","ShiftJIS","JIS X 0208","0"
"001045","病院の窓","びょういんのまど","ひよういんのまと","","","","","NDC 913","旧字旧仮名","なし",2000-10-05,2014-09-17,"https://www.aozora.gr.jp/cards/000048/card1045.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","若き入獄者の手記","文興院","1924（大正13）年3月5日","","","","","","","","","","","","","","小林徹","はやしだかずこ","https://www.aozora.gr.jp/cards/000048/files/1045_ruby_21362.zip","2006-01-09","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000048/files/1045_21363.html","2006-01-09","ShiftJIS","JIS X 0208","0"
"001752","文芸作品の映画化","ぶんげいさくひんのえいがか","ふんけいさくひんのえいかか","","","","","NDC 778 914","旧字旧仮名","なし",2002-01-17,2014-09-17,"https://www.aozora.gr.jp/cards/000048/card1752.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","映畫時代五月號","文藝春秋社","1927（昭和2）年5月1日","","","","","","","","","","","","","","小林徹","小林繁雄","https://www.aozora.gr.jp/cards/000048/files/1752_txt_21358.zip","2006-01-10","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000048/files/1752_21359.html","2006-01-10","ShiftJIS","JIS X 0208","1"
"045476","文壇球突物語","ぶんだんたまつきものがたり","ふんたんたまつきものかたり","","","","","NDC 794 914","旧字旧仮名","なし",2016-06-22,2016-06-23,"https://www.aozora.gr.jp/cards/000048/card45476.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","サンデー毎日","大阪毎日新聞社","1926（大正15）年2月28日","1926（大正15）年2月28日","1926（大正15）年2月28日","","","","","","","","","","","","小林徹","大久保ゆう","https://www.aozora.gr.jp/cards/000048/files/45476_ruby_58884.zip","2016-06-23","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000048/files/45476_58926.html","2016-06-23","ShiftJIS","JIS X 0208","1"
"043525","下手の横好き","へたのよこずき","へたのよこすき","―将棋いろいろ―","―しょうぎいろいろ―","","","NDC 796 914","旧字旧仮名","なし",2008-12-07,2014-09-21,"https://www.aozora.gr.jp/cards/000048/card43525.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","ホーム・ライフ","大阪毎日新聞社","1935（昭和10）年12月1日","1935（昭和10）年12月1日","1935（昭和10）年12月1日","","","","","","","","","","","","小林徹","鈴木厚司","https://www.aozora.gr.jp/cards/000048/files/43525_ruby_32675.zip","2008-11-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000048/files/43525_33424.html","2008-11-11","ShiftJIS","JIS X 0208","0"
"043676","麻雀を語る","まあじゃんをかたる","まあしやんをかたる","","","","「改造」改造社、1930（昭和5）年4月1日","NDC 797 914","旧字旧仮名","なし",2008-02-28,2014-09-21,"https://www.aozora.gr.jp/cards/000048/card43676.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","改造","改造社","1930（昭和5）年4月1日","1930（昭和5）年4月1日","1930（昭和5）年4月1日　","","","","","","","","","","","","小林徹","鈴木厚司","https://www.aozora.gr.jp/cards/000048/files/43676_ruby_29054.zip","2010-11-28","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000048/files/43676_29568.html","2010-11-09","ShiftJIS","JIS X 0208","2"
"043464","夢","ゆめ","ゆめ","","","","「旬刊　寫眞報知　第三巻第十二号」報知新聞社出版部、1925（大正14）年4月25日","NDC 913","旧字旧仮名","なし",2012-06-01,2014-09-16,"https://www.aozora.gr.jp/cards/000048/card43464.html","000048","南部","修太郎","なんぶ","しゅうたろう","なんふ","しゆうたろう","Nanbu","Shutaro","著者","1892-10-12","1936-06-22","なし","寫眞報知","報知新聞社","1925（大正14）年4月25日","1925（大正14）年4月25日","1925（大正14）年4月25日","","","","","","","","","","","","小林徹","鈴木厚司","https://www.aozora.gr.jp/cards/000048/files/43464_ruby_47363.zip","2012-04-03","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000048/files/43464_47395.html","2012-04-03","ShiftJIS","JIS X 0208","0"
"049691","将来の日本","しょうらいのにほん","しようらいのにほん","01 三版序","01 さんぱんじょ","","「将来の日本」経済雑誌社、1887（明治20）年第3版","NDC 304","新字新仮名","なし",2009-04-18,2014-09-21,"https://www.aozora.gr.jp/cards/001388/card49691.html","001388","新島","襄","にいじま","じょう","にいしま","しよう","Niijima","Jo","著者","1843-02-12","1890-01-23","なし","日本の名著　40","中央公論社","1971（昭和46）年8月10日","1982（昭和57）年2月25日3版","1971（昭和46）年8月10日初版","将来之日本","経済雑誌社","1887（明治20）年第3版","","","","","","","","","田部井　荘舟","小林繁雄、門田裕志","https://www.aozora.gr.jp/cards/001388/files/49691_ruby_34382.zip","2009-04-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001388/files/49691_34819.html","2009-04-01","ShiftJIS","JIS X 0208","0"
"062458","ミャンマー現代短編集2","ミャンマーげんだいたんぺんしゅうに","みやんまあけんたいたんへんしゆうに","","","Hkitpaw Myanmar Wuthtudobaunggyouk 2","","","新字新仮名","あり",2023-10-17,2023-10-02,"https://www.aozora.gr.jp/cards/002351/card62458.html","002356","ニープレー","","ニープレー","","にいふれえ","","Nyi Pu Lay","","著者","1952-02-05","2023-06-21","あり","ミャンマー現代短編集2","財団法人　大同生命国際文化基金","1998（平成10）年9月30日","","","","","","","","","","","","","","公益財団法人大同生命国際文化基金","","","","","","","","","","",""
"000627","赤い蝋燭","あかいろうそく","あかいろうそく","","","","「幼稚園と家庭　毎日のお話」育英書院、1936（昭和11）年11月15日","NDC 913","新字新仮名","なし",1999-03-01,2014-09-17,"https://www.aozora.gr.jp/cards/000121/card627.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","新美南吉童話集","岩波文庫、岩波書店","1996（平成8）年7月16日","1997（平成9）年7月15日第2刷","1997（平成9）年7月15日第2刷","校定　新美南吉全集第三巻","大日本図書","1980（昭和55）年7月31日","","","","","","","","","浜野智","浜野智","https://www.aozora.gr.jp/cards/000121/files/627_ruby_4098.zip","2012-05-08","ShiftJIS","JIS X 0208","6","https://www.aozora.gr.jp/cards/000121/files/627_13466.html","2012-05-08","ShiftJIS","JIS X 0208","1"
"004253","赤とんぼ","あかとんぼ","あかとんほ","","","","","NDC K913","新字新仮名","なし",2003-06-24,2014-09-17,"https://www.aozora.gr.jp/cards/000121/card4253.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","校定　新美南吉全集2","大日本図書","1980（昭和55）年","","","","","","","","","もりみつじゅんじ","鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/4253_ruby_9742.zip","2003-05-18","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4253_10259.html","2003-05-18","ShiftJIS","JIS X 0208","0"
"004675","あし","あし","あし","","","","","NDC K913","新字新仮名","なし",2003-01-07,2014-09-17,"https://www.aozora.gr.jp/cards/000121/card4675.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","校定　新美南吉全集","大日本図書","","","","","","","","","","めいこ","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000121/files/4675_ruby_8000.zip","2002-12-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4675_8212.html","2002-12-26","ShiftJIS","JIS X 0208","0"
"045095","明日","あした","あした","","","","「赤い鳥」赤い鳥社、1932（昭和7）年10月","NDC K911","新字旧仮名","なし",2011-01-24,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card45095.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷","赤い鳥","赤い鳥社","1932（昭和7）年10月","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45095_ruby_41198.zip","2010-12-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45095_41631.html","2010-12-09","ShiftJIS","JIS X 0208","0"
"045053","あとがき","あとがき","あとがき","――『おぢいさんのランプ』後書――","――『おじいさんのランプ』あとがき――","","「おぢいさんのランプ」有光社、1942（昭和17）年10月","NDC K914","新字旧仮名","なし",2011-03-22,2014-09-16,"https://www.aozora.gr.jp/cards/000121/card45053.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月","1978（昭和53）年11月","1978（昭和53）年11月","おぢいさんのランプ","有光社","1942（昭和17）年10月","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45053_ruby_42146.zip","2011-01-25","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45053_42164.html","2011-01-25","ShiftJIS","JIS X 0208","0"
"004723","飴だま","あめだま","あめたま","","","","","NDC K913","新字新仮名","なし",2003-11-05,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card4723.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","","","","","","","","","","","","めいこ","もりみつじゅんじ、鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/4723_ruby_13208.zip","2003-09-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4723_13209.html","2003-09-29","ShiftJIS","JIS X 0208","0"
"004717","一年生たちとひよめ","いちねんせいたちとひよめ","いちねんせいたちとひよめ","","","","","NDC K913","新字新仮名","なし",2003-11-04,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card4717.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","","","","","","","","","","","","めいこ","もりみつじゅんじ、鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/4717_ruby_13212.zip","2003-09-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4717_13213.html","2003-09-29","ShiftJIS","JIS X 0208","0"
"045101","一れつ","いちれつ","いちれつ","","","","「チチノキ」1931（昭和6）年10月","NDC K911","新字旧仮名","なし",2011-01-24,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card45101.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷","チチノキ","　","1931（昭和6）年10月","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45101_txt_41199.zip","2010-12-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45101_41632.html","2010-12-09","ShiftJIS","JIS X 0208","0"
"045106","井戸","いど","いと","","","","「チチノキ」1932（昭和7）年8月","NDC K911","新字旧仮名","なし",2011-01-29,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card45106.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷","チチノキ","　","1932（昭和7）年8月","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45106_ruby_41215.zip","2010-12-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45106_41641.html","2010-12-09","ShiftJIS","JIS X 0208","0"
"045085","疣","いぼ","いほ","","","","「牛をつないだ椿の木」大和書店、1943（昭和18）年9月","NDC K913","新字旧仮名","なし",2011-11-01,2014-09-16,"https://www.aozora.gr.jp/cards/000121/card45085.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷　","牛をつないだ椿の木","大和書店","1943（昭和18）年9月","","","","","","","","","菅野朋子","富田倫生","https://www.aozora.gr.jp/cards/000121/files/45085_ruby_42612.zip","2011-09-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45085_45078.html","2011-09-26","ShiftJIS","JIS X 0208","0"
"045212","いぼ","いぼ","いほ","","","","","NDC K913","新字新仮名","なし",2005-07-31,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card45212.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","童話集　ごんぎつね｜最後の胡弓ひき　ほか十四編","講談社文庫、講談社","1972（昭和47）年2月15日","1988（昭和63）年1月30日第30刷","1990（平成2）年5月15日第33刷","","","","","","","","","","","","土屋隆","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45212_ruby_18713.zip","2005-06-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45212_18764.html","2005-06-15","ShiftJIS","JIS X 0208","0"
"045117","ゐろりの中の街","いろりのなかのまち","いろりのなかのまち","","","","","NDC K931","新字旧仮名","なし",2011-02-08,2014-09-21,"https://www.aozora.gr.jp/cards/000888/card45117.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","翻訳者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷","","","","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000888/files/45117_ruby_41372.zip","2011-01-04","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000888/files/45117_41968.html","2011-01-04","ShiftJIS","JIS X 0208","0"
"043391","ウグヒスブエヲ　フケバ","ウグイスブエヲ　フケバ","うくいすふえをふけは","","","","「がちょうの たんじょうび」羽田書店、1950（昭和25）年5月5日","NDC K913","旧字旧仮名","なし",2010-05-17,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card43391.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第四巻","大日本図書","1980（昭和55）年9月30日","1987（昭和62）年2月15日第3刷","1995（平成7）年7月20日第4刷","","","","","","","","","","","","土屋隆","noriko saito","https://www.aozora.gr.jp/cards/000121/files/43391_txt_38123.zip","2010-04-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/43391_39023.html","2010-04-19","ShiftJIS","JIS X 0208","0"
"043475","ウサギ","ウサギ","うさき","","","","「ろばの　びっこ」羽田書店、1950（昭和25）年6月5日","NDC 913","旧字旧仮名","なし",2004-10-10,2016-02-01,"https://www.aozora.gr.jp/cards/000121/card43475.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第四巻","大日本図書","1980（昭和55）年9月30日","1980（昭和55）年9月30日初版第1刷","1987（昭和62）年2月15日第3刷","","","","","","","","","","","","川向直樹","高松理恵美","https://www.aozora.gr.jp/cards/000121/files/43475_txt_16471.zip","2016-02-01","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000121/files/43475_16620.html","2016-02-01","ShiftJIS","JIS X 0208","1"
"000638","牛をつないだ椿の木","うしをつないだつばきのき","うしをつないたつはきのき","","","","「少國民文化」1943（昭和18）年6月","NDC K913","新字新仮名","なし",1999-10-25,2021-11-03,"https://www.aozora.gr.jp/cards/000121/card638.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","少年少女日本文学館第十五巻　ごんぎつね・夕鶴","講談社","1986（昭和61）年4月18日","1993（平成5）年2月25日第13刷","1993（平成5）年2月25日第13刷","","","","","","","","","","","","田浦亜矢子","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000121/files/638_ruby_34288.zip","2009-01-18","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000121/files/638_34289.html","2009-01-18","ShiftJIS","JIS X 0208","0"
"000639","嘘","うそ","うそ","","","","「新潮」1946（昭和21）年2月","NDC K913","新字新仮名","なし",2000-01-27,2014-09-17,"https://www.aozora.gr.jp/cards/000121/card639.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","牛をつないだ椿の木","角川文庫、角川書店","1968（昭和43）年2月20日","1974（昭和49）年1月30日第12版","1981（昭和56）年7月30日第22版","","","","","","","","","","","","もりみつじゅんじ","ゆうこ","https://www.aozora.gr.jp/cards/000121/files/639_ruby_21641.zip","2006-01-29","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000121/files/639_21642.html","2006-01-29","ShiftJIS","JIS X 0208","0"
"001753","うた時計","うたどけい","うたとけい","","","","","NDC K913","新字新仮名","なし",2005-07-01,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card1753.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","牛をつないだ椿の木","角川文庫、角川書店","1968（昭和43）年2月20日","1974（昭和49）年1月30日12版","1992（平成4）年12月30日32版","","","","","","","","","","","","もりみつじゅんじ","小林繁雄、門田裕志","https://www.aozora.gr.jp/cards/000121/files/1753_ruby_18670.zip","2005-06-05","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/1753_18682.html","2005-06-05","ShiftJIS","JIS X 0208","0"
"045093","乳母車","うばぐるま","うはくるま","","","","「赤い鳥」赤い鳥社、1932（昭和7）年7月","NDC K911","新字旧仮名","なし",2011-01-24,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card45093.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","日本児童文学大系　第二八巻","ほるぷ出版","1978（昭和53）年11月30日","1978（昭和53）年11月30日初刷","1978（昭和53）年11月30日初刷","赤い鳥","赤い鳥社","1932（昭和7）年7月","","","","","","","","","菅野朋子","noriko saito","https://www.aozora.gr.jp/cards/000121/files/45093_ruby_41200.zip","2010-12-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/45093_41633.html","2010-12-09","ShiftJIS","JIS X 0208","0"
"043392","ウマヤノ　ソバノ　ナタネ","ウマヤノ　ソバノ　ナタネ","うまやのそはのなたね","","","","「がちょうの たんじょうび」羽田書店、1950（昭和25）年5月5日","NDC K913","旧字旧仮名","なし",2010-05-17,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card43392.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第四巻","大日本図書","1980（昭和55）年9月30日","1987（昭和62）年2月15日第3刷","1995（平成7）年7月20日第4刷","","","","","","","","","","","","土屋隆","noriko saito","https://www.aozora.gr.jp/cards/000121/files/43392_ruby_38125.zip","2010-04-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/43392_39024.html","2010-04-19","ShiftJIS","JIS X 0208","0"
"043393","うまれて　来る　雀達","うまれて　くる　すずめたち","うまれてくるすすめたち","","","","「ひろった らっぱ」羽田書店、1950（昭和25）年5月1日","NDC K913","旧字旧仮名","なし",2010-05-17,2014-09-21,"https://www.aozora.gr.jp/cards/000121/card43393.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第四巻","大日本図書","1980（昭和55）年9月30日","1987（昭和62）年2月15日第3刷","1995（平成7）年7月20日第4刷","","","","","","","","","","","","土屋隆","noriko saito","https://www.aozora.gr.jp/cards/000121/files/43393_txt_38127.zip","2010-04-19","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/43393_39025.html","2010-04-19","ShiftJIS","JIS X 0208","0"
"043274","海から帰る日","うみからかえるひ","うみからかえるひ","","","","「柊陵　第一二号」1931（昭和6）年3月","NDC 913","旧字旧仮名","なし",2004-11-11,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card43274.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第二巻","大日本図書","1980（昭和55）年6月30日","1985（昭和60）年5月20日第3刷","1992（平成4）年2月25日第4刷","","","","","","","","","","","","高松理恵美","川向直樹","https://www.aozora.gr.jp/cards/000121/files/43274_txt_16615.zip","2004-10-30","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/43274_16818.html","2004-10-30","ShiftJIS","JIS X 0208","0"
"004722","売られていった靴","うられていったくつ","うられていつたくつ","","","","","NDC K913","新字新仮名","なし",2003-11-05,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card4722.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","","","","","","","","","","","","めいこ","もりみつじゅんじ、鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/4722_ruby_13228.zip","2003-09-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4722_13229.html","2003-09-29","ShiftJIS","JIS X 0208","0"
"004721","王さまと靴屋","おうさまとくつや","おうさまとくつや","","","","","NDC K913","新字新仮名","なし",2003-11-05,2014-09-18,"https://www.aozora.gr.jp/cards/000121/card4721.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","","","","","","","","","","","","めいこ","もりみつじゅんじ、鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/4721_ruby_13224.zip","2003-09-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/4721_13225.html","2003-09-29","ShiftJIS","JIS X 0208","0"
"003313","巨男の話","おおおとこのはなし","おおおとこのはなし","","","","","NDC K913","新字新仮名","なし",2003-06-24,2014-09-17,"https://www.aozora.gr.jp/cards/000121/card3313.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","ごんぎつね　新美南吉童話作品集1","てのり文庫、大日本図書","1988（昭和63）年7月8日","1988（昭和63）年7月8日第1刷","","校定　新美南吉全集","大日本図書","","","","","","","","","","もりみつじゅんじ","鈴木厚司","https://www.aozora.gr.jp/cards/000121/files/3313_ruby_9743.zip","2003-05-18","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/3313_10260.html","2003-05-18","ShiftJIS","JIS X 0208","0"
"055156","お母さん達","おかあさんたち","おかあさんたち","","","","「幼稚園と家庭　毎日のお話」育英書院、1936（昭和11）年11月15日","NDC K913","旧字旧仮名","なし",2012-07-12,2014-09-16,"https://www.aozora.gr.jp/cards/000121/card55156.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","校定　新美南吉全集第三巻","大日本図書","1980（昭和55）年7月31日","1992（平成4）年2月25日第4刷","　","","","","","","","","","","","","Juki","富田倫生","https://www.aozora.gr.jp/cards/000121/files/55156_ruby_47833.zip","2012-05-24","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000121/files/55156_47968.html","2012-05-24","ShiftJIS","JIS X 0208","0"
"056140","丘の銅像","おかのどうぞう","おかのとうそう","","","","「新美南吉童話全集第一巻　ごんぎつね」大日本図書、1960（昭和35）年6月20日初版発行","NDC K913","新字新仮名","なし",2013-08-28,2022-02-07,"https://www.aozora.gr.jp/cards/000121/card56140.html","000121","新美","南吉","にいみ","なんきち","にいみ","なんきち","Niimi","Nankichi","著者","1913-07-30","1943-03-22","なし","新美南吉童話全集第一巻　ごんぎつね","大日本図書","1960（昭和35）年6月20日","1975（昭和50）年5月10日31版","1979（昭和54）年9月15日35版","","","","","","","","","","","","江村秀之","小林繁雄","https://www.aozora.gr.jp/cards/000121/files/56140_ruby_50803.zip","2022-02-07","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000121/files/56140_50926.html","2022-02-07","ShiftJIS","JIS X 0208","1"
